id,name,website
ebc04839-a02c-45ee-bf7d-7915f6473bab,Bistro am Germaniabogen,http://bistroamgermaniabogen.de
681be9fe-4117-4faa-b956-dad65254e406,Bistro Cena,https://bistro-cena.de
22a00364-48a0-43d3-b0c4-66f8c7fb9c8b,Bistro Käfer,https://bistro-kaefer.de
e317e510-86ac-4ab0-9a77-eaf4d88d07b8,Bistro Lebenswelten,https://www.humboldtforum.org/de/programm/dauerangebot/essen-und-trinken/lebenswelten-bistro-22193/
be0f2f6f-4fb4-4fa6-a84f-d72955ee53f9,Bistro Mainhattan,https://staatskanzlei.hessen.de/berlin-europa/hessen-berlin/hessische-spezialitaeten-mitten-berlin
04fdb443-1378-45fc-9412-b80a098ce18f,Bistro Ribelle,https://www.bistro-ribelle.de/
43ce079c-1bd8-45eb-99c1-0ec6dfb17028,BITE by RitterRichard,https://ritterrichard.de/the-byte/
03aed435-fe2c-4efe-8872-04f4672bb375,BLACKBEARDS BBQ FACTORY,https://blackbeards.berlin/
6040d54d-ebe7-45c0-8747-34bd5741ca08,Bleibergs,https://www.bleibergs.de/
d94e0a2d-989a-47c8-8d07-1834233167d6,Block House,https://www.block-house.de/
96fd7625-6220-4495-a5ea-401eecf118c1,BLOCK HOUSE,https://www.block-house.de/block-house-restaurant-best-steaks-since-1968/block-house-restaurants-weltweit/block-house-restaurants-standorte/block-house-restaurant-details/block-house-zehlendorf
727949bc-5292-49f1-8acc-485dc2eff913,BLOCK HOUSE,https://www.block-house.de/
5cad486b-3443-459d-aaca-7dd99bc4e399,BLOCK HOUSE,https://www.block-house.de/restaurants/berlin/theodor-heuss-platz/
3439328a-9c5f-4c85-8d2d-feef73901cf7,Blumental,https://blumental-berlin.de/
acf2537c-539f-47e8-b4fd-c7489013d2f5,Boccadoro,https://www.boccadoro-berlin.de/
5264eb23-0cf6-4771-9c14-7bd5fe9ad60e,Boccadoro Cucina,https://boccadoro-berlin.de/
463b252a-a9e9-4e32-a6b3-363e8f305491,BODHICITTA.veganbowl,https://www.bodhicittaveganbowl.de/
39f89d7c-312d-4481-9656-ea0634a33f3a,Boğaziçi,https://www.bogazici-berlin.de/
9aea1120-e742-4281-b381-9834c8af925c,Böhmischer Garten,https://www.boehmischer-garten.de/
4e058c5a-1f14-41b4-9906-45be0b868e23,Boii Boii,https://www.boiiboii.com
f68c93fb-e3dd-4688-a6d0-00789a72c42d,Bollenpiepe Restaurant,https://bollenpiepe.de
0b54f5c9-4526-4038-9d51-0f7cc2d2b25a,Bollywood Tadka,https://www.bollywoodtadka.de
cd206192-ff20-4596-81b2-621757773ace,Bombay,https://www.bombay-berlin.de/
e78fc1ca-c243-4b9c-9d1e-a6f2c87e6ba1,Bonfini,https://www.bonfini.de/
f745239b-31d1-4c60-9a5f-4ddc7783e2bd,Bonjour Vietnam,https://www.bonjourvietnam.berlin/
bd189aae-9d51-4717-b2fb-8c0bf5a90dde,Bonni,https://bonnisushi.de/
8f15cd40-bcd9-4a81-8d49-9e5ec3dd531b,Bootshaus Bolle,http://bootshaus-bolle.de
db0b2feb-95e2-4f40-8712-5d80ba0af45a,Bottega Seppel,https://www.bottega-seppel.de
0b30270e-9547-4e37-b540-e8a7abc39dd8,Bötzow Privat,https://www.boetzow-privat.de
9fe3734b-d59d-4e42-882b-6c938503e914,Bowl Kitchen,https://bowl-kitchen-berlin.de/
5740b43e-9308-4e68-82ec-d35bf54feca0,Bragato,https://bragato.berlin/
29813634-3d35-4bec-8ef1-0587dc5f7c57,Brasserie am Gendarmenmarkt,https://brasserieamgendarmenmarkt.de/
b818bc9d-b064-49e4-aa2d-8111674f145e,Brasserie Colette Tim Raue,https://brasseriecolette.de/berlin
3359d94d-af3e-4774-8a63-377630ccf555,Brasserie Lamazère,https://www.lamazere.de/
fcdf6069-d32b-4991-87ad-290fde4fd569,Brasserie Le Paris,https://brasserie-leparis.com/
ba3de998-618b-406b-9e7e-60bab2998970,Brasserie St. Germain,http://brasserie-saint-germain.de/
dc3f3bb3-4ecc-4489-8b91-a9940766f13c,Braufactum Berlin,https://www.braufactum-hausvogteiplatz.de/
4f5f585d-31d9-41be-a682-d3440691ccb4,Brauhaus Lemke am Schloss,https://schloss.lemke.berlin/
54cf49a0-3cbb-4bc8-9fd0-fdbfc2aebd56,Brauhaus Spandau,https://www.brauhaus-spandau.de/
da1d3de9-f3a6-47af-830e-575b1ee6221a,Bravo Mario 17,https://bravomario17.com/
6ee20439-4a70-478b-b599-657b49790d9f,Brechts,https://www.brechts.de
67d35456-7dfb-4b6d-93a9-008c20482f00,Brentano,http://www.brentano-berlin.de/de/
7064d25a-e860-4def-8386-55a0036a8e71,Bricks & Mortar,https://www.bricksandmortarberlin.de/
d6b77045-1d72-4390-998d-ea060099de4e,Brigantino,http://www.brigantino.de/
eb5d41cd-c2e3-4d02-a58b-ead9f4a8cf60,BRLO Charlottenburg,https://www.brlo.de/gastronomien/brlo-charlottenburg
5aa00ef7-9f9f-43d3-a148-0ca2011af228,Bruderherz,https://www.bruderherz-restaurant.de/
02d16885-5acd-4101-8eb8-e2b380dbba82,Buchcafé,https://www.buchcafe-berlin.de/
5a4c8dda-a814-43fe-b17c-2bd23f35e380,Buchholz Gutshof Britz,https://www.matthias-buchholz.de/
87977194-2c5a-47db-8ffd-f7ee3a60eec9,Buon Gusto,https://www.buongusto-berlin.de/
3c339a8e-ff7d-4cc5-8439-df95690c595c,Burger Hütte,https://burger-huette-bln.de/
63034510-c940-4ab4-90ab-d6f3fa1e2707,Buya Izakaya Ramen,https://www.buyarestaurants.com/buya-ramen-kreuzberg.html
92141403-c3df-448a-aff3-b2cb4fa21465,Café & Restaurant OHA,https://www.ohaberlin.de/
2bc7f41a-0745-4eff-90ce-0c60a14874c1,Café 4YOU,http://www.cafe4you-berlin.de
a11e9559-a12c-4000-b95d-95719dc63b3c,Cafe 7 Inseln,https://www.cafe7inselnberlin.de/
8c6c4373-5b9e-4dff-8421-fcc8ad5ef9f9,Cafe am Fliess,http://www.cafeamfliess.de/
e9f03624-1d0c-4c86-abc2-6b652ddf2941,Café Botanico,https://www.cafe-botanico.de
3ca5dc62-62fc-47ed-ba1b-dab673091954,Café Jacques,https://www.cafejacques.de/
6b9c8079-7114-4f72-9c6d-0ce5c56cbbc9,Café Madame,https://madame.berlin/
227b7ea1-42b0-49f8-92ba-c43b691db8f3,Cafe Peri,https://www.cafe-peri.de
548ba846-04e6-4b0c-8ce0-b21ec43836a1,Café Pinjo,https://www.pinel.de/dienstleistungen/gastronomie/
a8d3bbc1-480a-4ac6-ace6-bd00db84493b,Café Restaurant am Salzufer,https://cafe-am-salzufer.de/
aa457cce-289d-4f00-bab1-d239812df59c,Cafe Sidney,https://www.cafesidneyberlin.de/
fbd3db43-bc5c-4263-892b-ca0e2ba551e1,Cafe Surf Inn,https://cafe-surf-inn.eatbu.com/
92ff6829-9832-4a3b-bcb9-a7659e5efa41,Café Vielfalt,https://www.cafevielfalt-berlin.de/kantine-im-amtsgericht/
768c3d33-5f71-4b1d-ab48-175e3bbe04fa,Caffe Trattoria Nisi,https://caffe-trattoria-nisi.jimdosite.com/
cbbe84fd-271c-46ca-b16d-b032dffab1e9,Caligari,http://www.caligariberlin.de
2dbb5617-c03f-4a65-a486-9b1179712928,Cancun,https://cancun-potsdamerplatz.de/
dc3f58b8-fb70-40e1-939a-2ca441e3a998,Cancún,https://www.cancun-restaurant.de/
11e74a10-df15-49b7-873a-1ca24fcadeb2,Cancún,https://www.cancun-berlin.de/cancun-restaurants/
86fd55a7-b70a-45b3-bf45-905214e09057,Cantinerie,http://www.cantinerie.de/
1312e9c8-1c4b-4fe2-b5ab-ff1dd62c57ae,Cantinetta,https://cantinetta-berlin.de/
d851516b-1b75-4392-b6c9-78b66d102fc8,Cao Cao,https://www.cao-cao.de/
691c5bdf-bddc-4334-943e-66546e82b49e,Caphe HOA 2,https://www.caphe-hoa.com/hoa2-startseite
a84a6095-7d8d-4221-b219-e6e770333dcf,Cappuccino,https://ristorante-cappuccino.de/spandau/
5578bf63-8fe3-40fa-b22d-ce239a55a19f,Capvin,https://www.capvin.de/
12b1bdaf-a3d5-4f06-bd5e-4caf2d0b3802,Cara,https://www.caraberlin.de
b517e193-e65e-40aa-a1a7-090c404e78af,Carambar,https://carambar.de
36381d7c-ef51-4c85-9411-98715283843d,Carlos,https://www.carlos-tapas.de/
770e64f6-e576-40aa-bc4a-12d46f106441,Casa Italiana,https://www.casa-italiana-berlin.de/
522a1bec-fae4-4926-8df8-8bdee1674e92,Casa Vera,https://casa-vera.de/
0d4104a4-e654-4b9c-bda2-751837afaaa2,Casalot,https://casalot.de/
6e2d1d8b-be26-42cb-bd68-9eda5160352f,Catering Service Rodewald,https://www.catering-rodewald.de/
8359a5c9-701d-4334-88dc-2b095cb1e9a4,Cento Molliche,https://centomolliche.de
9756a9bc-2cdf-4a49-8a68-0a7e0da826c1,Chalet Suisse,https://chalet-suisse.de/
eb87dd94-b2d3-4861-bd45-163067b4c593,Chandra Kumari,http://www.chandra-kumari.de/
51feffbc-1a9a-4117-bdbe-95ce7c8d40db,Chaplin,http://www.chaplin-friedenau.de/
3727ba88-13fb-4699-aa6c-1be92d559004,Chay Long — Hasenheide,https://chay-long.com/
bf9432a4-6acd-4401-bda8-8c0c88a54a3f,Chay Umi,https://www.chayumi-vegan.de/
972ccf60-b4d3-489e-8bf1-654e8470e401,Chay Viet,https://chay-viet-restaurant.eatbu.com/
fe2d46df-1f68-47d9-a165-ee3cac518309,Chay Village,https://www.chayvillage.de
e0c33008-9e2e-4bd2-bd26-7c15d0cdb547,ChayArt,http://chayart.com/
12a8ea3f-f882-4b69-abde-bd3121b8f556,Cheers Kiez Pizza,https://www.cheerskiezpizza.com
dde364e0-23a8-4e78-9e31-421e09f44d3e,Chekiang,https://www.chekiang.de/
1da252e3-073e-4f4b-be06-00fd64e1654d,Chelany,https://neukolln.chelanyrestaurant-berlin.de
e9032315-97c7-4a71-b90a-b6daa993ddb8,Chelany,http://chelany-restaurant.de/
